IncidentId,IncidentLink,OriginalCreateDate,OriginalOwningTeamName,CurrentOwningTeamName,ManualCorrection,FirstAutoActionAt,FirstAutoActionLatencySeconds,OriginalTitle
781335671,https://portal.microsofticm.com/imp/v3/incidents/details/781335671/home,2026-04-17 09:41:20.590000,CLOUDNET\RNM,CLOUDNET\NVAinvHub&VirtualRouter,transfer,2026-04-17 09:42:45.563000,85,[RNC] GatewaySubnet Allocator is NRP but call went to RNM. Region: Prod_USEast2euap SubnetName: routeservicesubnet OperationName: ReleaseCAReservation
780956317,https://portal.microsofticm.com/imp/v3/incidents/details/780956317/home,2026-04-16 18:43:31.547000,CLOUDNET\RNM,CLOUDNET\NVAinvHub&VirtualRouter,transfer,2026-04-16 18:46:06.167000,155,[RNC] GatewaySubnet Allocator is NRP but call went to RNM. Region: Prod_USEast2euap SubnetName: routeservicesubnet OperationName: ReleaseCAReservation
780653432,https://portal.microsofticm.com/imp/v3/incidents/details/780653432/home,2026-04-16 06:57:27.117000,CLOUDNET\RNM,CLOUDNET\RNM,transfer,2026-04-16 07:00:03.707000,156,[API Availability Drop] NRPQos [Bleu France Central][PutNicOperation_Bleu France Central] is unhealthy.
780474512,https://portal.microsofticm.com/imp/v3/incidents/details/780474512/home,2026-04-15 23:59:55.280000,CLOUDNET\RNM,CLOUDNET\LXSDN,transfer,2026-04-16 00:20:11.283000,1216,USSec HS IcM #8766251
780321155,https://portal.microsofticm.com/imp/v3/incidents/details/780321155/home,2026-04-15 18:04:58.887000,CLOUDNET\RNC,COMPUTEMANAGER\Blackbird,transfer,2026-04-15 18:07:00.820000,122,AzMove: Tenant(s) left blocked during Merlin migration in uswest-prod-a - Management operations are blocked [Do not mitigate based on health monitor]
778772964,https://portal.microsofticm.com/imp/v3/incidents/details/778772964/home,2026-04-13 11:18:54.717000,CLOUDNET\NetworkManager,CLOUDNET\NetworkManager,transfer,2026-04-13 11:41:39.660000,1365,[FabricConnectionMonitor- Prod_EuropeWest] TimeoutException when connecting to net.tcp://ams08prdapp16.fc.core.windows.net:443/
777753131,https://portal.microsofticm.com/imp/v3/incidents/details/777753131/home,2026-04-11 12:14:46.707000,CLOUDNET\NRP,CLOUDNET\NRP,transfer,2026-04-11 12:37:33.963000,1367,[Merlin][RNC] VM Failures Detected In Region East US 2 EUAP for Operation DisconnectVmNetworkOperation
777740246,https://portal.microsofticm.com/imp/v3/incidents/details/777740246/home,2026-04-11 11:37:34.120000,CLOUDNET\NRP,CLOUDNET\NRP,transfer,2026-04-11 12:00:17.623000,1363,[Merlin][RNC] VM Failures Detected In Region East US 2 EUAP for Operation DisconnectVmNetworkOperation
777616091,https://portal.microsofticm.com/imp/v3/incidents/details/777616091/home,2026-04-11 05:46:28.120000,CLOUDNET\RNC,CLOUDNET\NRP,transfer,2026-04-11 06:09:15.760000,1367,[Merlin][RNC] VM Failures Detected In Region East US 2 EUAP for Operation DisconnectVmNetworkOperation
777062514,https://portal.microsofticm.com/imp/v3/incidents/details/777062514/home,2026-04-10 07:04:26.273000,CLOUDNET\RNCTriage,CLOUDNET\VnetAgent,transfer,2026-04-10 07:09:00.390000,274,[Aggregate][Batch Publishing Monitor][useast2euap] 1 of 2 children Unhealthy
776910287,https://portal.microsofticm.com/imp/v3/incidents/details/776910287/home,2026-04-10 01:03:37.650000,CLOUDNET\RNM,CLOUDNET\IDC-NRP,transfer,2026-04-10 01:17:50.257000,853,[ARM] requests to [westus.network.azure.com] for [Microsoft.Network/LOCATIONS/OPERATIONRESULTS] are causing increased HTTP 5xx error rates for customers
776897864,https://portal.microsofticm.com/imp/v3/incidents/details/776897864/home,2026-04-10 00:35:40.870000,CLOUDNET\RNM,CLOUDNET\RNM,transfer,2026-04-10 00:49:53.283000,853,[ARM] requests to [westus.network.azure.com] for [Microsoft.Network/LOCATIONS/OPERATIONRESULTS] are causing increased HTTP 5xx error rates for customers
776826705,https://portal.microsofticm.com/imp/v3/incidents/details/776826705/home,2026-04-09 21:53:46.020000,CLOUDNET\RNM,CLOUDNET\RNM,transfer,2026-04-09 22:09:11.257000,925,[ARM] requests to [westus.network.azure.com] for [Microsoft.Network/LOCATIONS/OPERATIONRESULTS] are causing increased HTTP 5xx error rates for customers
776283963,https://portal.microsofticm.com/imp/v3/incidents/details/776283963/home,2026-04-09 01:23:24.597000,CLOUDNET\NetworkManager,CLOUDNET\RNM,transfer,2026-04-09 01:24:13.543000,49,[ARM] requests to [westus.network.azure.com] for [MICROSOFT.NETWORK/LOCATIONS/OPERATIONRESULTS] are causing increased HTTP 5xx error rates for customers
776164429,https://portal.microsofticm.com/imp/v3/incidents/details/776164429/home,2026-04-08 20:57:32.003000,CLOUDNET\RNM,CLOUDNET\LXSDN,transfer,2026-04-08 21:30:08.157000,1956,USSec HS IcM #8742277
776147894,https://portal.microsofticm.com/imp/v3/incidents/details/776147894/home,2026-04-08 20:18:59.360000,CLOUDNET\RNC,COMPUTEMANAGER\Blackbird,transfer,2026-04-08 20:20:50.767000,111,AzMove: Tenant(s) left blocked during Merlin migration in uswest2-prod-a - Management operations are blocked [Do not mitigate based on health monitor]
775558875,https://portal.microsofticm.com/imp/v3/incidents/details/775558875/home,2026-04-07 21:50:58.463000,CLOUDNET\NRP,CLOUDNET\NRP,relationship,2026-04-07 23:53:25.307000,7347,[PartnerQos] Rnm requests success rate drop
774808546,https://portal.microsofticm.com/imp/v3/incidents/details/774808546/home,2026-04-06 16:48:47.163000,CLOUDNET\RNM,CLOUDNET\RNM,transfer,2026-04-06 16:49:12.440000,25,[ARM] requests to [westus.network.azure.com] for [MICROSOFT.NETWORK/LOCATIONS/OPERATIONRESULTS] are causing increased HTTP 5xx error rates for customers
774345501,https://portal.microsofticm.com/imp/v3/incidents/details/774345501/home,2026-04-05 19:17:33.173000,CLOUDNET\RNM,CLOUDNET\RNM,transfer,2026-04-05 19:19:01.450000,88,[PublisherAlert_RareErrors_Sev2] RNMAlerts [Prod_AustraliaEast][Prod_AustraliaEast_PublisherProgrammingFailed] is unhealthy.
774341366,https://portal.microsofticm.com/imp/v3/incidents/details/774341366/home,2026-04-05 19:05:35.303000,CLOUDNET\RNM,CLOUDNET\RNM,transfer,2026-04-05 19:07:06.950000,91,[PublisherAlert_RareErrors_Sev2] RNMAlerts [Prod_AustraliaSouthEast][Prod_AustraliaSouthEast_PublisherProgrammingFailed] is unhealthy.
772076975,https://portal.microsofticm.com/imp/v3/incidents/details/772076975/home,2026-04-01 13:55:52.100000,CLOUDNET\RNC,CLOUDNET\RNC,transfer,2026-04-01 13:57:11.193000,79,[Merlin][RNC][Aggregate][Sev2] Unexpected Mac Isolation Status In Region switzerlandn: 1 of 281 Partitions Unhealthy
771627885,https://portal.microsofticm.com/imp/v3/incidents/details/771627885/home,2026-03-31 19:19:12.487000,CLOUDNET\RNM,AZUREDEDICATED\AzDRotterdamDRI,transfer,2026-03-31 19:22:02.210000,170,[PublisherAlert_RareErrors_Sev2] RNMAlerts [Prod_USEast2euap][Prod_USEast2euap_PublisherProgrammingFailed] is unhealthy.
771627879,https://portal.microsofticm.com/imp/v3/incidents/details/771627879/home,2026-03-31 19:19:12.173000,CLOUDNET\RNM,AZUREDEDICATED\AzDRotterdamDRI,transfer,2026-03-31 19:22:01.927000,169,[PublisherAlert_RareErrors_Sev2] RNMAlerts [Prod_USEast2euap][Prod_USEast2euap_PublisherProgrammingFailed] is unhealthy.
771040218,https://portal.microsofticm.com/imp/v3/incidents/details/771040218/home,2026-03-30 19:28:55.540000,CLOUDNET\ManagedNetworkController,CLOUDNET\ManagedNetworkController,transfer,2026-03-30 19:33:10.170000,255,[FloodSuppression] ARM requests to [MICROSOFT.NETWORK] for requests destined to 4 / 7352 endpoints are causing increased HTTP 5xx error rates for customers
770976257,https://portal.microsofticm.com/imp/v3/incidents/details/770976257/home,2026-03-30 16:59:30.153000,CLOUDNET\RNM,CLOUDNET\RNM,transfer,2026-03-30 17:06:30.343000,420,[Aggregate][Batch Publishing Monitor][useast2euap] 1 of 2 children Unhealthy
